Entity,Definition,Attr_Name,Attr_Type,Attr_Desc
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Tag,OPTIONAL IfcIdentifier,"The tag (or label) identifier at the particular instance of a product, e.g. the serial number, or the position number. It is the identifier at the occurrence level."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,FillsVoids,SET [0:1] OF IfcRelFillsElement FOR RelatedBuildingElement,Reference to the IfcRelFillsElement relationship that puts the element as a filling into the opening created within another element.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedTo,SET [0:?] OF IfcRelConnectsElements FOR RelatingElement,Reference to the element connection relationship. The relationship then refers to the other element to which this element is connected to.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the element that is interfered. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the element that interferes. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasProjections,SET [0:?] OF IfcRelProjectsElement FOR RelatingElement,Projection relationship that adds a feature (using a Boolean union) to the IfcBuiltElement .
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasOpenings,SET [0:?] OF IfcRelVoidsElement FOR RelatingBuildingElement,"Reference to the IfcRelVoidsElement relationship that creates an opening in an element. An element can incorporate zero-to-many openings. For each opening, that voids the element, a new relationship IfcRelVoidsElement is generated."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsConnectionRealization,SET [0:?] OF IfcRelConnectsWithRealizingElements FOR RealizingElements,"Reference to the connection relationship with realizing element. The relationship, if provided, assigns this element as the realizing element to the connection, which provides the physical manifestation of the connection relationship."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ProvidesBoundaries,SET [0:?] OF IfcRelSpaceBoundary FOR RelatedBuildingElement,Reference to space boundaries by virtue of the objectified relationship IfcRelSpaceBoundary . It defines the concept of an element bounding spaces.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedFrom,SET [0:?] OF IfcRelConnectsElements FOR RelatedElement,Reference to the element connection relationship. The relationship then refers to the other element that is connected to this element.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ContainedInStructure,SET [0:1] OF IfcRelContainedInSpatialStructure FOR RelatedElements,"Containment relationship to the spatial structure element, to which the element is primarily associated. This containment relationship has to be hierarchical, i.e. an element may only be assigned directly to zero or one spatial structure."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasCoverings,SET [0:?] OF IfcRelCoversBldgElements FOR RelatingBuildingElement,Reference to IfcCovering by virtue of the objectified relationship IfcRelCoversBldgElements . It defines the concept of an element having coverings associated.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasSurfaceFeatures,SET [0:?] OF IfcRelAdheresToElement FOR RelatingElement,Reference to the IfcRelAdheresToElement relationship that adheres a IfcSurfaceFeature to an element. An element can incorporate zero-to-many surface features in one relationship.
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcSlabTypeEnum,"Predefined generic type for a slab that is specified in an enumeration. There may be a property set given specifically for the predefined types. NOTE The PredefinedType shall only be used, if no IfcSlabType is assigned, providing its own IfcSlabType .PredefinedType . IFC2x-CHANGE The attribute has been changed into an OPTIONAL attribute."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,"Either the PredefinedType attribute is unset (e.g. because an IfcSlabType is associated), or the inherited attribute ObjectType shall be provided, if the PredefinedType is set to USERDEFINED."
IfcSlab,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectTypeAssigned,,"Either there is no slab type object associated, i.e. the IsTypedBy inverse relationship is not provided, or the associated type object has to be of type IfcSlabType ."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OwnerHistory,OPTIONAL IfcOwnerHistory,"Assignment of the information about the current ownership of that object, including owning actor, application, local identification and information captured about the recent changes of the object. NOTE Only the last modification is stored - either as addition, deletion or modification. IFC4-CHANGE The attribute has been changed to be OPTIONAL."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Description,OPTIONAL IfcText,"An optional description, provided to exchange informative comments."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssignments,SET [0:?] OF IfcRelAssigns FOR RelatedObjects,"Reference to the relationship objects, that assign (by an association relationship) other subtypes of IfcObject to this object instance. Examples are the association to products, processes, controls, resources or groups."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Nests,SET [0:1] OF IfcRelNests FOR RelatedObjects,References to the decomposition relationship being a nesting. It determines that this object definition is a part within an ordered whole/part decomposition relationship. An object occurrence or type can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been added and separated from Decomposes defined at IfcObjectDefinition .
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsNestedBy,SET [0:?] OF IfcRelNests FOR RelatingObject,References to the decomposition relationship being a nesting. It determines that this object definition is the whole within an ordered whole/part decomposition relationship. An object or object type can be nested by several other objects (occurrences or types). IFC4-CHANGE The inverse attribute datatype has been added and separated from IsDecomposedBy defined at IfcObjectDefinition .
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasContext,SET [0:1] OF IfcRelDeclares FOR RelatedDefinitions,References to the context providing context information such as project unit or representation context. It should only be asserted for the uppermost non-spatial object. IFC4-CHANGE The inverse attribute datatype has been added.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDecomposedBy,SET [0:?] OF IfcRelAggregates FOR RelatingObject,References to the decomposition relationship being an aggregation. It determines that this object definition is the whole within an unordered whole/part decomposition relationship. An object definition can be aggregated by several other objects (occurrences or parts). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Decomposes,SET [0:1] OF IfcRelAggregates FOR RelatedObjects,References to the decomposition relationship being an aggregation. It determines that this object definition is a part within an unordered whole/part decomposition relationship. An object definition can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectPlacement,OPTIONAL IfcObjectPlacement,"This establishes the object coordinate system and placement of the product in space. The placement can either be absolute (relative to the world coordinate system), relative (relative to the object placement of another product), or constrained (e.g. relative to grid axes, or to a linear positioning element). The type of placement is determined by the various subtypes of IfcObjectPlacement . An object placement must be provided if a representation is present."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Representation,OPTIONAL IfcProductRepresentation,"Reference to the representations of the product, being either a representation ( IfcProductRepresentation ) or as a special case of a shape representation ( IfcProductDefinitionShape ). The product definition shape provides for multiple geometric representations of the shape property of the object within the same object coordinate system, defined by the object placement."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedBy,SET [0:?] OF IfcRelAssignsToProduct FOR RelatingProduct,"Reference to the IfcRelAssignsToProduct relationship, by which other products, processes, controls, resources or actors (as subtypes of IfcObjectDefinition ) can be related to this product."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PositionedRelativeTo,SET [0:?] OF IfcRelPositions FOR RelatedProducts,"Reference to the IfcRelPositions relationship, which defines its relationship with a positioning element."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the objectified relationship IfcRelReferencedInSpatialStructure may be used to relate a product to one or more spatial structure elements in addition to the one in which it is primarily contained.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Tag,OPTIONAL IfcIdentifier,"The tag (or label) identifier at the particular instance of a product, e.g. the serial number, or the position number. It is the identifier at the occurrence level."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,FillsVoids,SET [0:1] OF IfcRelFillsElement FOR RelatedBuildingElement,Reference to the IfcRelFillsElement relationship that puts the element as a filling into the opening created within another element.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedTo,SET [0:?] OF IfcRelConnectsElements FOR RelatingElement,Reference to the element connection relationship. The relationship then refers to the other element to which this element is connected to.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the element that is interfered. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the element that interferes. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasProjections,SET [0:?] OF IfcRelProjectsElement FOR RelatingElement,Projection relationship that adds a feature (using a Boolean union) to the IfcBuiltElement .
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasOpenings,SET [0:?] OF IfcRelVoidsElement FOR RelatingBuildingElement,"Reference to the IfcRelVoidsElement relationship that creates an opening in an element. An element can incorporate zero-to-many openings. For each opening, that voids the element, a new relationship IfcRelVoidsElement is generated."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsConnectionRealization,SET [0:?] OF IfcRelConnectsWithRealizingElements FOR RealizingElements,"Reference to the connection relationship with realizing element. The relationship, if provided, assigns this element as the realizing element to the connection, which provides the physical manifestation of the connection relationship."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ProvidesBoundaries,SET [0:?] OF IfcRelSpaceBoundary FOR RelatedBuildingElement,Reference to space boundaries by virtue of the objectified relationship IfcRelSpaceBoundary . It defines the concept of an element bounding spaces.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedFrom,SET [0:?] OF IfcRelConnectsElements FOR RelatedElement,Reference to the element connection relationship. The relationship then refers to the other element that is connected to this element.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ContainedInStructure,SET [0:1] OF IfcRelContainedInSpatialStructure FOR RelatedElements,"Containment relationship to the spatial structure element, to which the element is primarily associated. This containment relationship has to be hierarchical, i.e. an element may only be assigned directly to zero or one spatial structure."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasCoverings,SET [0:?] OF IfcRelCoversBldgElements FOR RelatingBuildingElement,Reference to IfcCovering by virtue of the objectified relationship IfcRelCoversBldgElements . It defines the concept of an element having coverings associated.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasSurfaceFeatures,SET [0:?] OF IfcRelAdheresToElement FOR RelatingElement,Reference to the IfcRelAdheresToElement relationship that adheres a IfcSurfaceFeature to an element. An element can incorporate zero-to-many surface features in one relationship.
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcWallTypeEnum,"Predefined generic type for a wall that is specified in an enumeration. There may be a property set given specifically for the predefined types. NOTE The PredefinedType shall only be used, if no IfcWallType is assigned, providing its own IfcWallType .PredefinedType . IFC4-CHANGE The attribute has been added at the end of the entity definition."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,"Either the PredefinedType attribute is unset (e.g. because an IfcWallType is associated), or the inherited attribute ObjectType shall be provided, if the PredefinedType is set to USERDEFINED."
IfcWall,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectTypeAssigned,,"Either there is no wall type object associated, i.e. the IsTypedBy inverse relationship is not provided, or the associated type object has to be of type IfcWallType ."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OwnerHistory,OPTIONAL IfcOwnerHistory,"Assignment of the information about the current ownership of that object, including owning actor, application, local identification and information captured about the recent changes of the object. NOTE Only the last modification is stored - either as addition, deletion or modification. IFC4-CHANGE The attribute has been changed to be OPTIONAL."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Description,OPTIONAL IfcText,"An optional description, provided to exchange informative comments."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssignments,SET [0:?] OF IfcRelAssigns FOR RelatedObjects,"Reference to the relationship objects, that assign (by an association relationship) other subtypes of IfcObject to this object instance. Examples are the association to products, processes, controls, resources or groups."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Nests,SET [0:1] OF IfcRelNests FOR RelatedObjects,References to the decomposition relationship being a nesting. It determines that this object definition is a part within an ordered whole/part decomposition relationship. An object occurrence or type can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been added and separated from Decomposes defined at IfcObjectDefinition .
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsNestedBy,SET [0:?] OF IfcRelNests FOR RelatingObject,References to the decomposition relationship being a nesting. It determines that this object definition is the whole within an ordered whole/part decomposition relationship. An object or object type can be nested by several other objects (occurrences or types). IFC4-CHANGE The inverse attribute datatype has been added and separated from IsDecomposedBy defined at IfcObjectDefinition .
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasContext,SET [0:1] OF IfcRelDeclares FOR RelatedDefinitions,References to the context providing context information such as project unit or representation context. It should only be asserted for the uppermost non-spatial object. IFC4-CHANGE The inverse attribute datatype has been added.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDecomposedBy,SET [0:?] OF IfcRelAggregates FOR RelatingObject,References to the decomposition relationship being an aggregation. It determines that this object definition is the whole within an unordered whole/part decomposition relationship. An object definition can be aggregated by several other objects (occurrences or parts). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Decomposes,SET [0:1] OF IfcRelAggregates FOR RelatedObjects,References to the decomposition relationship being an aggregation. It determines that this object definition is a part within an unordered whole/part decomposition relationship. An object definition can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ObjectPlacement,OPTIONAL IfcObjectPlacement,"This establishes the object coordinate system and placement of the product in space. The placement can either be absolute (relative to the world coordinate system), relative (relative to the object placement of another product), or constrained (e.g. relative to grid axes, or to a linear positioning element). The type of placement is determined by the various subtypes of IfcObjectPlacement . An object placement must be provided if a representation is present."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Representation,OPTIONAL IfcProductRepresentation,"Reference to the representations of the product, being either a representation ( IfcProductRepresentation ) or as a special case of a shape representation ( IfcProductDefinitionShape ). The product definition shape provides for multiple geometric representations of the shape property of the object within the same object coordinate system, defined by the object placement."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedBy,SET [0:?] OF IfcRelAssignsToProduct FOR RelatingProduct,"Reference to the IfcRelAssignsToProduct relationship, by which other products, processes, controls, resources or actors (as subtypes of IfcObjectDefinition ) can be related to this product."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PositionedRelativeTo,SET [0:?] OF IfcRelPositions FOR RelatedProducts,"Reference to the IfcRelPositions relationship, which defines its relationship with a positioning element."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the objectified relationship IfcRelReferencedInSpatialStructure may be used to relate a product to one or more spatial structure elements in addition to the one in which it is primarily contained.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,Tag,OPTIONAL IfcIdentifier,"The tag (or label) identifier at the particular instance of a product, e.g. the serial number, or the position number. It is the identifier at the occurrence level."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,FillsVoids,SET [0:1] OF IfcRelFillsElement FOR RelatedBuildingElement,Reference to the IfcRelFillsElement relationship that puts the element as a filling into the opening created within another element.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedTo,SET [0:?] OF IfcRelConnectsElements FOR RelatingElement,Reference to the element connection relationship. The relationship then refers to the other element to which this element is connected to.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the element that is interfered. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the element that interferes. The relationship, if provided, indicates that this element has an interference with one or many other elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . IFC4-CHANGE New inverse relationship."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasProjections,SET [0:?] OF IfcRelProjectsElement FOR RelatingElement,Projection relationship that adds a feature (using a Boolean union) to the IfcBuiltElement .
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasOpenings,SET [0:?] OF IfcRelVoidsElement FOR RelatingBuildingElement,"Reference to the IfcRelVoidsElement relationship that creates an opening in an element. An element can incorporate zero-to-many openings. For each opening, that voids the element, a new relationship IfcRelVoidsElement is generated."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,IsConnectionRealization,SET [0:?] OF IfcRelConnectsWithRealizingElements FOR RealizingElements,"Reference to the connection relationship with realizing element. The relationship, if provided, assigns this element as the realizing element to the connection, which provides the physical manifestation of the connection relationship."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ProvidesBoundaries,SET [0:?] OF IfcRelSpaceBoundary FOR RelatedBuildingElement,Reference to space boundaries by virtue of the objectified relationship IfcRelSpaceBoundary . It defines the concept of an element bounding spaces.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ConnectedFrom,SET [0:?] OF IfcRelConnectsElements FOR RelatedElement,Reference to the element connection relationship. The relationship then refers to the other element that is connected to this element.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,ContainedInStructure,SET [0:1] OF IfcRelContainedInSpatialStructure FOR RelatedElements,"Containment relationship to the spatial structure element, to which the element is primarily associated. This containment relationship has to be hierarchical, i.e. an element may only be assigned directly to zero or one spatial structure."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasCoverings,SET [0:?] OF IfcRelCoversBldgElements FOR RelatingBuildingElement,Reference to IfcCovering by virtue of the objectified relationship IfcRelCoversBldgElements . It defines the concept of an element having coverings associated.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,HasSurfaceFeatures,SET [0:?] OF IfcRelAdheresToElement FOR RelatingElement,Reference to the IfcRelAdheresToElement relationship that adheres a IfcSurfaceFeature to an element. An element can incorporate zero-to-many surface features in one relationship.
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OverallHeight,OPTIONAL IfcPositiveLengthMeasure,"Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the window opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpeningElement in which the window is inserted. NOTE The body of the window might be taller then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallHeight shall still be given as the window opening height, and not as the total height of the window lining."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,OverallWidth,OPTIONAL IfcPositiveLengthMeasure,"Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the window opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpeningElement in which the window is inserted. NOTE The body of the window might be wider then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallWidth shall still be given as the window opening width, and not as the total width of the window lining."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PredefinedType,OPTIONAL IfcWindowTypeEnum,"Predefined generic type for a window that is specified in an enumeration. There may be a property set given specifically for the predefined types. NOTE The PredefinedType shall only be used, if no IfcWindowType is assigned, providing its own IfcWindowType .PredefinedType . IFC4-CHANGE The attribute has been added at the end of the entity definition."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,PartitioningType,OPTIONAL IfcWindowTypePartitioningEnum,"Type defining the general layout of the window in terms of the partitioning of panels. NOTE The PartitioningType shall only be used, if no type object IfcWindowType is assigned, providing its own IfcWindowType .PartitioningType . IFC4-CHANGE The attribute has been added at the end of the entity definition."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,UserDefinedPartitioningType,OPTIONAL IfcLabel,"Designator for the user defined partitioning type, shall only be provided, if the value of PartitioningType is set to USERDEFINED."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectPredefinedType,,"Either the PredefinedType attribute is unset (e.g. because an IfcWindowType is associated), or the inherited attribute ObjectType shall be provided, if the PredefinedType is set to USERDEFINED."
IfcWindow,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,CorrectTypeAssigned,,"Either there is no door type object associated, i.e. the IsTypedBy inverse relationship is not provided, or the associated type object has to be of type IfcWindowType ."
IfcFlowSegment,IFC 4.3.2.20241204 (IFC4X3_ADD2) under development,GlobalId,IfcGloballyUniqueId,Assignment of a globally unique identifier within the entire software world.
